Codigo;Produto;Preco;Quantidade
27825002705;BellagioChocolate Truffle Gourmet Hot Cocoa Mix7 oz;87;85
52100002569;McCormickGround Nutmeg1.1 oz;94;21
41498148928;MillvilleCrispy Oats Toasted Whole Grain Oat Cereal14 oz;98;91
13600020064;CrystalSea Salt Fine22  oz;64;72
16000275270;General MillsHoney Nut Cheerios12.25 oz;49;22
16000395107;Betty CrockerThree Cheese Scalloped Potatoes5 oz;65;77
19014612604;IamsProactive Health Mature Adult Hairball Care5 lb;73;36
18627414469;KashiToasted Asiago Snack Crackers9 oz;62;21
11110831293;VlasicKosher Dill Spears80 fl oz;47;45
16300165097;Florida's NaturalLemonade16 fl oz;36;80
32251019241;Family Gourmet100% Natural Yellow Mustard20 oz;28;54
21000032761;Taco BellBold & Creamy Chipotle Sauce8 fl oz;36;78
18200001284;Anheuser-BuschKing Cobra Premium Malt Liquor12 fl oz;26;23
35342700110;Bella Sun LuciSun Dried Tomato Halves With Italian Herbs8.5 oz;68;24
11110725677;TastykakeChocolate Cupcakes3 1/2 oz;95;70
8,76941E+11;Clover Valley100% Lemon Juice32 fl oz;60;99
52100071282;McCormickWhole Black Peppercorns4.25 oz;36;53
24600010931;MortonFine Sea Salt17.6 oz;61;100
13000004664;HeinzTomato Ketchup38 oz (2 lb 6 oz) 1.07 kg;21;11
32251021923;Family GourmetAll Purpose Flour (Enriched Bleached)5 lb;12;10
8,53693E+11;Seven MoonsPeanut Satay7.4 oz;61;57
11110684134;KrogerRosemary Leaves0.75 oz;96;69
70969001905;Spice WorldOrganic Garlic2.5 oz;63;39
78742310527;Dunkin DonutsDunkin Dark Coffee11 oz;86;40
78742230528;Jolly TimeHealthy Pop Crispy White Popcorn9 oz;11;76
89836185143;Simply OrganicCumin2.31 oz;59;10
41498196479;PrianoBalsamic Vinegar Of Modena16.9 fl oz;84;44
8,08772E+11;CucinaRed Wine Vinegar33.8 fl oz;72;19
97339000030;ValentinaSalsa Picante34 fl oz;15;19
77885892020;TapatioSalsa Picante Hot Sauce32 fl oz;75;98
41303005422;Essential EverydaySweet Relish10 fl oz;19;79
32251014031;Family GourmetGround Black Pepper2 oz;71;44
21140124456;AstorStick Cinnamon1 oz;36;29
41351913977;Tone'sOnion Powder20 oz;80;47
52100003832;McCormickDill Weed0.5 oz;31;47
52100087078;5 SeasonItalian Seasoning0.87 oz;82;59
73575295003;NakanoSeasoned Rice Vinegar12 fl oz;53;81
32251124808;Family Gourmet100% Lemon Juice32 fl oz;15;36
52100003191;McCormickGround Thyme1.25 oz;88;65
52100003269;McCormickDill Weed0.3 oz;36;89
16000263673;Betty CrockerHamburger Helper   Chili Cheese4.3 oz;48;33
77661335956;LitehouseChives0.25 oz;11;64
32251032370;Family GourmetAngel Hair (Enriched Macaroni Product)16 oz;71;78
14100098959;Pepperidge FarmFarmhouse Honey Wheat24 oz;79;12
32251023538;Family GourmetCrushed Red Pepper1.5 oz;98;42
24182002539;Eden FoodsOrganic Black Beans15 oz;66;99
41498111694;Burman'sSweet 'n Sour Sauce10.5 oz;45;94
52100325170;McCormickMontreal Chicken23 oz;88;46
24600000390;MortonPopcorn Salt3 3/4 oz;90;44
6,39277E+11;Baker's SelectPure Ground Nutmeg1.75 oz;97;11
21131453084;Marie Callender'sThree Meat & Four Cheese Lasagna19 oz;25;73
16000409958;ColaSuper Moist Cake Mix Milk Chocolate15.25 oz;61;82
8,58867E+11;Cafe Al FrescoHazelnut Gourmet Syrup12.7 fl oz;12;11
78742116303;Great ValuePure Almond Extract1 fl oz;16;87
11110806277;KrogerGarbanzo Beans15 oz;98;16
41498184681;Stonemill EssentialsPumpkin Pie Spice1.35 oz;44;76
41498120030;Fusia Asian InspirationsDuck Sauce Dipping Sauce15 oz;41;91
52100002934;McCormick Gourmet CollectionCram Of Tartar2.62 oz;26;14
52100002866;McCormickGround (Cayenne) Red Pepper1 oz;54;33
30000036907;Aunt JemimaCountry Rich Syrup24 fl oz;77;49
41498136093;Fusia Asian InspirationsTeriyaki Sesame Wok Sauce12 fl oz;62;20
28190007814;Jolly TimeHealthy Pop Butter Popcorn9 oz;69;22
44000032234;NabiscoChips Ahoy Chewy Chocolate Chip Cookies13 oz;72;48
78742434278;Great ValueGround Cinnamon2.37 oz;95;17
24126009082;BunnyHot Dog Buns12 oz;53;74
16000270534;Betty CrockerRoasted Garlic Simple Recipe Potatoes3.3 oz;55;55
41303011355;Essential EverydaySaltine Crackers16 oz;26;84
52100002477;McCormickCurry Powder1 ounce;29;83
44100604447;HoodUnder The Stars Churned Light Ice Cream1.5qt;17;93
52100086903;5th SeasonGarlic Powder2.5 oz;51;31
78742370873;Great ValueChili Beans15.5 oz;30;23
8,76941E+11;PampaInstant Coffee2.82 oz;93;60
85239147238;Peter PanHoney Roast Crunch Peanut & Natural Honey Spread16.3 oz;28;49
41130067105;FlavoriteMeat Tenderizer Unseasoned4.25 oz;67;52
51933263208;Marcum Gourmet SpicesCumin4 oz;42;95
52100086934;5th SeasonGround Cinnamon2.37 oz;43;78
6,39277E+11;Baker's SelectGround Sage3 oz;43;98
6,70171E+11;Kernel Season'sPopcorn Seasoning Butter2.85 oz;70;18
12000384196;BriskPink Lemonade Juice Drink33.6 fl oz;35;12
47600951820;WeberReal Molasses Bbq Sauce18 oz;71;100
7,0695E+11;Capatriti100% Pure Olive Oil17 fl oz;100;24
21000042562;KraftVelveeta Cheesy Skillets Singles Chicken Chili Cheese Mac9 oz;30;78
78742209999;C&HConfectioners Powdered Pure Cane Sugar16 oz;28;97
78742110684;LanceLem O Lunch Cookies6.6 oz;53;12
51000152787;CampbellsV8 Low Sodium Original 100% Vegetable Juice64 fl oz;91;51
6,39277E+11;Old World Flavor 1905Coarse Kosher Salt16 oz;78;81
49000051155;Coca ColaCola16 fl oz;22;79
76737110022;EverfreshPure 100% Grapefruit Juice32 fl oz;87;20
41130051999;FlavoriteBeef Flavor Bouillon Instant4 oz;72;45
52100025780;McCormickMesquite Marinade1.06 oz;90;47
8,08772E+11;CucinaChili Pepper Bread Dipper8.4 fl oz;69;78
52100006987;McCormickBay Leaves0.12 oz;85;75
78742088815;Sam'sCola Zero Calorie67.6 oz;42;83
72613160105;SunDishwashing Liquid With Oxy Gen Cleaning Action20 fl oz;21;79
70258024042;PlantationBlackstrap Unsulphured Molasses31 fl oz;60;15
7,13282E+11;Omaggio Private ReserveExtra Virgin Olive Oil34 fl oz;37;80
70896313614;WiltonCandy Melts12 oz;76;89
52100087931;5 SeasonChili Powder2.87 oz;80;29
6,39277E+11;Supreme TraditionBasil0.95 oz;56;76
78000098464;Dr. PepperCherry2 L;81;74
6,44209E+11;Duncan HinesRed Velvet Deliciously Moist Cake Mix16.5 oz;28;67
36494020224;Matouk'sCalypso Sauce10 fl oz;17;90
7,30522E+11;Nature's RecipeGrain Free Adult Salmon & Potato Recipe32 oz;39;27
38000935282;Kellogg'sNutri Grain Cereal Bars11.7 oz;94;69
21131501303;Marie Callender'sCreamy Parmesan Chicken Pot Pie16 oz;51;93
7,56657E+11;Make 'n MoldCandy Wafers Orange  Vanilla Flavored14 oz;18;93
24463061163;SrirachaSriracha Hot Chili Sauce28 oz;50;86
41498147631;PrianoSun Dried Tomato Pesto6.7 oz;49;63
24000577454;Del MonteSunfresh Red Grapefruit20 oz;30;45
52100002637;McCormickPoultry Seasoning0.65 oz;49;93
41497115648;Weis MarketsChunky Blue Cheese Dresing16 fl oz;75;83
6,39278E+11;Angel Of MineCreamy Baby Oil10 fl oz;37;53
39400019107;Bush'sGrillin Beans22 oz;13;36
71072013779;VigoYellow Rice9 oz;90;37
31200299550;Ocean SpraySugar Free Cran Cherry Drink Mix30g;79;25
44000001728;NabiscoTriscuit13 oz;15;10
78742082752;Great ValueChunk Light Tuna In Water5 oz;34;26
32251014048;Family GourmetItalian Seasoning0.75 oz;22;47
41129000052;ClassicoTraditional Basil Pesto Sauce & Spread8.1 oz;32;32
21131504656;Marie Callender'sFettuccine Alfredo & Garlic Bread13 oz;78;92
41244000067;MatinellisSparkling Cider25.4 oz;11;92
41498184728;Stonemill EssentialsGinger Ground1.1 oz;43;69
79679002905;Spice TimeNaturally Pure Minced Onion2.625 oz;43;47
16000301405;Betty CrockerOatmeal Cookie Mix17.5 oz;53;16
8,92671E+11;Spice Meister Gourmet SelectCelery Salt16.9 oz;26;53
41331037846;SazonGoya1.41 oz;75;23
52100746043;McCormickPeppercorn Medley Grinder0.85 oz;81;61
41390000034;KikkomanSoy Sauce20 fl oz;79;69
78742230153;Great ValueChicken Seasoning & Coating Mix5.5 oz;20;97
15100000195;CreametteRings7 oz;37;30
41498191184;Chef's CupboardJulienne Potatoes4.5 oz;49;37
41498195083;Reggano Pasta & SauceButter4.5 oz;90;41
51000154927;Campbell's100% Natural Mexican Style Chicken Tortilla15.3 oz;22;12
37600083973;HormelWhite Chicken Chili15 oz;10;61
78742229423;Great ValueButter Flavored No Stick Cooking Spray8 oz;51;59
51000011114;Campbell'sBeef With Vegetables & Barley11 oz;59;71
7,87359E+11;Fresh GourmetDeli Style Parmesan Caesar Premium Croutons5 oz;99;87
41498136628;Chef's UpboardCream Of Mushroom Condensed Soup26 oz;47;96
37600495479;HormelCompleats Homestyle Chicken & Rice10 oz;37;94
30000264423;QuakerBakery Favorites Instant Oatmeal14.6 oz;34;56
70074560915;PedialytePedialyte Electrolyte Powder Variety0.3 oz;54;99
71998123606;Tony ChachereDirty Rice5 oz;41;24
51000013477;Campbell's Condensed SoupBroccoli Cheese10 3/4 oz;34;54
41498133108;Fit & ActiveThousand Island Fat Free Dressing16 fl oz;57;79
41498128739;Baker's CornerMilk Chocolate Frosting16 oz;45;77
41130270079;CarlitaDiced Green Chiles4 oz;51;54
37100036622;Libby'sWhole Kernel Sweet Corn15 oz;60;82
52200003763;Beech NutDha Plus Yogurt Blends With Mixed Berry6 fl oz;19;15
6,05388E+11;Great ValueSugar Free Chocolate Reduced Calorie Instant Pudding & Pie Filling1.5 oz (42g);64;21
11110894878;KrogerMild Tomatillo Salsa Verde16 oz;49;47
41498196462;Dakota's PrideGreat Northern Bans15.5 oz;50;79
6,007E+11;KraftJet Puffed Marshmallow Creme7 oz;43;15
41498112202;Sweet HarvestPineapple Chunks20 oz;99;49
41498130176;Chef's CupboardSavory Beef Homestyle Gravy With Real Meat12 oz;22;86
70074560823;PedialytePedialyte Electrolyte Powder Fruit Punch0.3 oz;34;31
72979003931;Seagram'sBlackberry Raspberry12 fl oz;25;48
78742371047;Great Value100% Whole Grain Old Fashioned Oats42 oz;97;76
41498120658;Happy HarvestSweet Peas15 oz;43;15
72413003060;Mrs. Alison's CookiesFruit Bars24 oz;84;59
16000435827;Chicken HelperFettuccine Alfredo8.7 oz;38;73
76183163764;SnappleDiet Snapple Lemon Tea16 fl oz;53;86
11110805270;KrogerSliced Pickled Beets15 oz;38;70
64144045518;Chef BoyardeeOverstuffed Beef Ravioli15 oz;84;41
41498120696;Happy HarvestSliced Carrots14.5 oz;90;17
8,39977E+11;ClearasilOil Free Daily Face Wash6.5 fl oz;12;98
78742230160;Great ValuePork Seasoning & Coating Mix6 oz;95;89
13409234129;Sweet Baby Ray'sBarbecue Sauce28 oz;38;61
41498130268;Baker's CornerBlueberry Muffin Mix18.25 oz;99;49
41498135614;Baker's CornerSweetened Condensed Milk14 oz (396g);11;97
41500220222;French'sFrench Fried Onions2.8 oz;11;89
41449107905;KrusteazLemon Bars Supreme Mix19.35 oz;89;92
51000024213;Swanson100% Natural Beef Broth14.5 oz;80;26
13000006057;HeinzTomato Ketchup32 oz;57;30
41498152215;Rice BowlBeef Rice Mix6.8 oz;97;35
76808280739;BarillaPenne1 lb;94;100
41498129040;Clancy'sCheese Melt32 oz;60;49
52200003305;Beech NutStage 1 Apple Juice32 fl oz;14;76
41498172855;PrianoCreamy Alfredo Sauce15 oz;77;26
38900001438;DolePineapple Slices20 oz;30;53
41498120412;Dakota's PrideLight Red Kidney Beans15.5 oz;32;52
37600295383;Chi Chi'sMild Thick & Chunky Salsa16 oz;69;78
41498123116;Burman'sTomato Ketchup40 oz;40;80
37600293389;HormelChunky Chili With Beans15 oz;83;28
26823000560;Bean CuisineSoup Lots Of Lentil15 oz;42;78
72392010417;Royal GelatinOrange1.4 oz;17;11
16000263185;Betty Crocker Tuna HelperItalian Fettuccine Alfredo6.5 oz;12;19
41498113506;Happy HarvestMushrooms Pieces & Stems4 oz;70;46
51000167750;Campbell'sChunky Chicken Noodle18.6 oz;50;38
48000002471;Chicken Of The SeaChunk Light Tuna In Water7 oz;70;19
41498121099;BrookdaleOriginal Chili With Beans15 oz;41;91
64144066285;Luck'sChicken & Dumplings15 oz;72;99
21000042555;KraftVelveeta Cheesy Skillets Singles Lasagna With Meat Sauce9 oz;75;39
41498173432;BerryhillStrawberry Preserves18 oz;26;77
51500280188;PillsburyChocolate Extreme Premium Brownie Mix15.9 oz;79;30
41498116101;Happy HarvestDiced Tomatoes14.5 oz;55;54
43000208106;JelloCook & Serve Chocolate1.3 oz;78;55
41498152109;Rice BowlRice & Vermicelli Chicken Flavor6.9 oz;99;74
52200003749;Beech NutBanana Juice With Yogurt6 fl oz;51;61
41498117603;Happy HarvestTomato Paste6 oz;74;49
52200003640;Beech NutStage 1 White Grape Juice32 fl oz;12;33
41498158705;Burman'sAll Natural Yellow Mustard14 oz;40;94
70074560793;PedialyteElectrolyte Powder Apple1.2 oz;74;67
37323158064;Musselman'sCherry Pie Filling21 oz;23;96
37100042135;Libby'sSweet Peas15 oz;62;57
76808000689;BarillaWhite Fiber Mini Shells12 oz;66;72
70074562513;SimilacAdvance Concentrated Liquid32 oz;22;49
11152071817;Imperial DragonCoconut Milk13.5 fl oz;73;26
41498126292;Chef's CupboardChicken Broth32 oz;33;45
11300820700;Brach'sCandy Corn11 oz;72;90
16000283831;Hamburger HelperFour Cheese Lasagna5.5 oz;65;70
52200003770;Beech NutYogurt Blends Dha Plus Tropical Fruit6 fl oz;12;73
37600083980;HormelChipotle Chicken Chili15 oz;63;99
41498136079;FusiaGeneral Tso Wok Sauce12 oz;66;82
41331021647;GoyaCoconut Milk13.5 fl oz;93;76
37600482523;HormelCompleats Homestyle Beef Tips & Mashed Potatoes10 oz;88;32
41449425405;Red LobsterCheddar Bay Biscuit Mix34.08 oz;44;20
72273031227;Butter KernelSliced Green Beans14.5 oz;13;17
41498120474;Dakota's PrideMild Chili Beans15.5 oz;83;42
51500710074;PillsburyChocolate Walnut Premium Brownie Mix13.5 oz;44;94
41498154400;Chef's CupboardStuffing Mix For Chicken6 oz (170g);39;61
41498127008;Baker's CornerMarshmallow Creme7 oz;99;87
41498154356;Chef's CupboardMashed Potatoes13 oz;23;90
35140702354;Dg EverydayWindow Cleaner With Ammonia32 fl oz;97;30
20662000125;Newman's OwnMicrowave Popcorn Butter3 - 3.5 oz;35;86
43725220001;Time MistYankee Candle Collection Buttercream6.6 oz;67;79
15300440234;Pasta RoniGarlic Alfredo Flavor4.8 oz;26;78
7,93574E+11;Natural LivingShea Butter Hand Soap128 fl oz;92;30
45162501187;GilaWindow Film Application Solution16 fl oz;77;44
19100061354;Jergens Original ScentCherry Almond Moisturizer36 fl oz;63;91
22400344225;Alberto V05 Moisture MilksMoisturizing Conditioner Strawberries & Cream18 fl oz;10;75
6,20221E+11;Jones SodaWatermelon12 fl oz;99;36
73130004323;OroweatCountry White Bread1 lb 8 oz;94;74
48155903005;Personal CarePure Baby Powder15 oz;71;49
7,81072E+11;Angel Of MineBaby Powder14 oz;90;24
23494000059;Goof OffThe Ultimate Remover4.5 fl oz;35;62
7874222682;Sam's ChoiceTwist Up24 fl oz;19;18
64144108008;Crunch 'n MunchCaramel Popcorn8 oz;48;82
79567100058;Wd 40Multi Use Product5.5 oz;80;20
21130466627;Safeway KitchensCreamy Peanut Butter64 oz;46;76
19100112476;Jergens Original ScentCherry Almond Moisturizer26.5 fl oz;83;90
41390001055;KikkomanLess Sodium Soy Sauce10 fl oz;62;85
21131509071;Marie Callender's2 Coconut Cream Mini Pies7.5 oz;31;39
98794713046;Stewart's SodaGinger Beer12 fl oz;70;18
16000362604;Pop SecretPremium Popcorn10.5 oz;68;76
72785037663;EquateNon Acetone Nail Polish Remover10 fl oz;14;10
41196419412;ProgressoTraditional Chicken Tuscany Soup19 oz;30;71
48400000022;CrystalLouisiana Hot Sauce6 fl oz;83;28
7,22429E+11;La's Totally AwesomeFloor Cleaner Lavender48 fl oz;69;45
42774150109;Walls Berry FarmRed Raspberry Preserves32 oz;65;26
1,85283E+11;Love My CarpetCarpet & Room Deodorizer Pardon My Pet14 oz;19;93
6,67527E+11;Victoria's SecretStrawberries And Champagne Hand And Body Cream6.7 fl oz;39;55
30000012000;Quaker Oats100% Natural Whole Grain Quick 1 Minute Oatmeal42 oz;54;15
7,2243E+11;La's Totally AwesomeOrange All Purpose Degreaser & Spot Remover64 fl oz;62;44
41000026072;KnorrJalapeno Jack Pasta4.4 oz;19;46
72319005915;DensteerneDensteerne24 oz;54;34
21130477487;SafewayDijon Mustard12 oz;94;36
78742095097;Simply Right Body CareHand Soap Moisturizing With Aloe Vera80 fl oz;41;72
84417101345;HygienicSortkwik1-3/4 oz;67;100
7,22429E+11;La's Totally AwesomeOxygen Orange All Purpose Degreaser32 fl oz;11;95
79567100324;Wd 40Multi Use Product12 oz;88;83
7,28229E+11;Terra ChipsSweet Potato Spiced6 oz;79;48
44000000349;Better CheddarsBaked Snack Crackers12 oz;96;64
21000623983;Cracker BarrelCheese Sharp Cheddar8 oz;59;11
29000072190;PlantersTrail Mix Spicy Nuts & Cajun Sticks6 oz;67;14
8,09219E+11;White RainNaturals Body Wash12 fl oz;28;22
72833113035;The Home StoreGlass Cleaner With Ammonia67.6 fl oz;89;67
6,39278E+11;Greenbrier InternationalWindow Wipes Glass And Surface Cleaner36 pre-moistened wipes;80;14
77900365201;Jimmy DeanHeat 'n Serve Original Sausage Patties23.9 oz;61;73
70450042318;Diamond NutsChopped Walnuts8 oz;93;52
78742061085;Great ValueFoaming Carpet Cleaner High Traffic Foam22 oz;63;22
74704260008;Murray's100% Pure Australian Beeswax4 oz;54;41
44000028541;NabiscoOreo15.35 oz;38;64
7,99228E+11;TargetFine Fabric Wash32 fl oz;69;74
94000527445;AvonPomegranate And Mango Body Spray8.4 fl oz;22;89
6,39277E+11;The Home StoreFabric Freshener Extra Strength33 fl oz;41;74
21000024582;Kraft FoodsCheddar Sharp 2% Milk Finely Shredded7 oz;92;35
70481011024;MurphyOil Soap Original Wood Cleaner Concentrated32 fl oz;23;11
75200007005;Margaret HolmesPeanut Patch Boiled Green Peanuts13.5 oz;58;85
8,09219E+11;White Rain Naturals Body WashMoisturizing Tropical Coconut12 fl oz;26;93
15300440364;Pasta RoniButter & Herb Italiano5.5 oz;19;11
70450142315;Diamond NutsChopped Pecans8 oz;90;18
31000900052;BertolliRustico Bakes Chicken Portabella Ravioli9.3 oz;35;48
70272180151;NikosCrumbled Feta Cheese6 oz;82;65
48155905818;Power HouseCold Water Wool Wash For Fine Washables32 fl oz;74;92
71921006594;Di GiornoClassic Thin Crust Pizza22.1 oz;96;73
11110091253;KrogerCheese & Garlic Croutons5 oz;23;18
7,51665E+11;Citristrip Wipe AwayAll Purpose Remover8 fl oz;61;37
44600012117;Formula 409Carpet Spot & Stain Remover22 oz;60;32
8,38562E+11;The Home Store demoPotpourri Rug & Room Dedorizer20 oz;81;24
7,20547E+11;Mean GreenSuper Strength Cleaner & Degreaser20 fl oz;63;11
16000277175;Hamburger HelperPasta & Seasoned Sauce Mix Sloppy Joe6.7 oz;22;49
3,09979E+11;RevlonColorsilk Beautiful Color 34 Deep Burgundy1 application;98;83
93213203245;Plocky'sHummus Chips Roasted Red Pepper1 oz;27;46
41335012122;Ken's Steak House DressingItalian With Aged Romano Dressing16 fl oz;51;54
17929000219;Red StarActive Dry Yeast4 oz;79;42
78902675534;TribeHummus Roasted Garlic8 oz;54;14
37000451129;Proctor & Gamble Professional TmDawn Liquid Detergent38 fl oz;100;57
28000217303;NestleToll House Butterscotch Morsels11 oz;46;30
41196914184;ProgressoTraditional Chicken & Sausage Gumbo Soup19 oz;73;25
8,38562E+11;The Home StoreMulberry Rug & Room Deordizer20 oz;69;95
44021745298;MainstayMirror Set2 mirrors 7 in dia (17.8cm), 2 mirrors 9 in dia (22.9 cm) and 1 mirror 11 in dia ( 27.9 cm);12;26
6,39277E+11;Greenbrier InternationalCreamy Petroleum Jelly Vitamin E Enriched7 oz;19;75
28400002899;Frito Lay Chips Flavor Mix Multipack, 20 CountChips Flavor Multipack20 ct;22;62
8,07175E+11;PledgeFurniture Spray Lemon Clean13.8 oz;66;77
73130001322;OroweatWhole Grains 100% Whole Wheat Bread1 lb 8 oz;74;95
3,65633E+11;White Rain Naturals Body WashOcean Mist12 fl oz;18;87
21529665808;Quileute SeafoodsWild Coho Salmon7.5 oz;13;32
8,70929E+11;Silkience Bath And ShowerMoisturizing Body Wash With Shea Butter And Provitamin B516 fl oz;46;90
78902675572;TribeHummus Sweet Roasted Red Peppers8 oz;47;17
76061480907;Pine GloAntibacterial Kitchen & Bathroom Cleaner And Disinfectant48 fl oz;80;76
71070503203;Chicken ReadyOne Whole Chicken50 oz;82;14
15000070212;GerberOrganic Oatmeal Cereal8 oz;81;17
44000032487;NabiscoToasted Chips Western Ridge Peppercorn Ranch Potato Chips8.1 oz;71;84
41498133337;FreshineGlass Cleaner With Ammonia32 fl oz;69;11
46500732263;FavorFurniture Polish Lemon Scent9.7 oz;53;74
72000176337;American FareAntiseptic Mouth Rinse Fresh Mint50.7 fl oz;83;89
16000277465;BisquickGluten Free Pancake And Baking Mix16 oz;57;32
30100784678;KeeblerTown House Pita Oven Baked Crackers Mediterranean Herb9.5 oz;58;30
28400063999;TostitosOriginal Restaurant Style13 oz;55;79
41220949069;H.E.B.Ode To Olives6 oz;28;93
51000010315;Campbell'sCream Of Chicken Condensed Soup10.75 oz;69;40
27000390610;HuntsTomato Sauce6 lb 9 oz;20;43
41498150006;MillvilleAll Natural Oats42 oz 1.19kg;56;65
24100784370;Cheez ItZingz  Queso Fundido12.4 oz;28;81
46900001136;Ranch StyleBeans With Sliced Jalapeno Peppers15 oz;71;77
49200048702;DominoSugar25 lb;18;59
72320116907;Stauffer'sAnimal Crackers4 lb 14 oz;10;12
41498173500;BerryhillUs Grade A Fancy Clover Honey24 oz;56;31
41498122300;Aunt Maple'sSyrup Original24 fl oz;28;83
41498186869;Beaumont CoffeeOriginal Coffee Creamer16 oz;42;87
51500720011;JifCreamy Peanut Butter40 oz;26;26
85239032053;Market PantrySyrup24 fl oz;65;75
6,05069E+11;Himalaya Herbal HealthcareLiver Care180 capsules;59;26
24000017394;Del MonteDices Tomatoes With Green Pepper & Onion14.5 oz;53;24
36241206635;Professional LysolToilet Bowl Cleaner32 fl oz;84;76
78742026411;Great ValueRaspberry Lemonade Drink Mix1.8 oz;59;57
28400157476;Frito LayCheetos Puffs9.5 oz;99;89
41800000289;Welch'sStrawberry Spread22 oz;57;82
78742087665;Great ValueLemonade3.2 oz;25;90
3,11917E+11;WalgreensCherry Chap Aid0.15 oz;51;52
74683007885;Maple Grove FarmsSugar Free Low Calorie Syrup24 fl oz;26;94
17000068084;Right GuardTotal Defense 52.6 oz;58;66
41443116033;Margaret HolmesSquash With Vidalia Onions14 1/2 oz;65;48
41498125905;Baker's CornerSugar Premium Granulated4 lb;29;17
30000044117;QuakerInstant Grits Cheese Lovers12 oz;79;79
41780002228;UtzHoney Wheat Braided Twists Pretzels36 oz;17;18
64144281251;Campbell'sChicken Noodle Soup10.75 oz;97;80
22700048915;Cover GirlTrublend Minerals 4251.63 oz;23;55
11110850713;KrogerRotini16 oz;12;43
8,55002E+11;KraveSweet Chipotle Beef Jerky3.25 oz;82;85
79893406824;OrganicsButternut Squash Soup17.3 oz;86;27
41196404814;ProgressoLight Beef Pot Roast18.5 oz;37;72
11110492159;Big KDiet Citrus Drop67.6 fl oz;19;67
34000120987;Hershey'sKisses11 oz;57;87
41129246603;ClassicoTomato & Basil Pasta Sauce32 oz;20;71
11110854636;KrogerTraditional Refried Beans31 oz;30;35
41220912575;H.E.B.Black Beans With Lime & Jalapenos15 oz;60;89
46000288697;Old El PasoOriginal Taco Seasoning Mix1 oz;52;67
14100085782;Pepperidge FarmGoldfish Baked Snack Crackers6.6 oz;10;85
70672711504;ReadGerman Potato Salad15 oz;92;66
41498184094;Nanny'sGentle Baby Lotion15 fl oz;10;89
85239104651;Market PantryBlack Tea100 count;48;81
22000159335;AltoidsCuriously Strong Mints   Peppermint1.76 oz;62;69
16000275317;General MillsHoney Nut Chex13.8 oz;41;53
41498121488;Mama Cozzi's Pizza KitchenPepperoni Original7 oz;46;41
6,02652E+11;KindPeanut Butter & Strawberry40g;12;96
74312079030;Nature's BountyMelatonin3mg;83;12
16000275287;General MillsCheerios18 oz;23;25
41196805475;ProgressoReduced Sodium Chicken Gumbo18.5 oz;38;65
22700059218;Cover Girl Queen CollectionDown To Earth Eye Shadow2.5 g;45;16
30000010402;Quaker OatsOld Fashioned Oats42 oz;84;49
54400000054;A1Steak Sauce10 oz;84;52
48155922471;Personal CareBaby Hair Detangling Spray8 fl oz;58;33
8,59447E+11;NutrigoldVitamind D3 Gold360 softgels;61;22
71720028155;TootsieRoll Child's Play72 oz;67;82
41498139896;Peanut DelightCreamy Peanut Butter40 oz (1.13kg);40;63
28400039109;Frito LaySunflower Seeds4.25 oz;45;96
24000163053;Del MonteGolden Sweet Whole Kernel Corn15.25 oz;55;57
72785014848;Alpine XtremeHydrating Face + Body Wash28 fl oz;39;71
12546612678;TridentCinnamon Gum30g;52;89
7,34341E+11;Le BleuUltra Pure Water50.7 fl oz;83;60
30100350538;KeeblerTown House Flip Sides Pretzel Crackers11.7 oz;98;26
8,50348E+11;Sustainable SeasSolid Albacore Tuna5 oz;33;43
17600043214;Bruce'sYams15 oz;99;96
20000111674;Green GiantKitchen Sliced Green Beans14.5 oz;63;65
89125120008;Ancient HarvestQuinoa12 oz;75;88
71249078310;Loreal Endless240 Glistening Berry0.11 oz;92;57
8,99773E+11;Serious Nutrition SolutionsFocus Xt360g;68;23
7,53657E+11;Think ThinCreamy Peanut Butter High Protein Bar2.1 oz;73;46
11110848512;KrogerLentils16 oz;56;23
41498121327;Burman'sReal Mayonnaise30 fl oz;20;29
78742021003;Great ValuePink Lemonade3.2 oz;92;64
36200002506;RaguTraditional24 oz;26;56
72806057137;Par ExcellencePremium Long Grain Rice160 oz;70;14
37600111492;HormelKid's Kitchen Cheezy Man N' Cheese7 1/2 oz;33;64
7,86162E+11;GlaceauSmart Water33.8 fl oz;97;100
76808518290;BarillaTri Color Rotini12 oz;39;62
21078014232;Source NaturalsLife Force Multiple180 capsules;40;93
78742011431;Great ValueRaspberry Ice Drink Mix1.31 oz;55;10
37000455356;FebrezeAir Effects Meadows And Rain9.7 oz;38;81
96619164950;Kirkland SignatureWhole Tellicherry Peppercorn14.1 oz;98;77
30000316788;QuakerApples & Cinnamon Instant Oatmeal15.1 oz;83;66
78742372402;Great ValueVegetable Beef Soup10.5 oz;74;49
52000339970;GatoradeSeries 01 02 03 Orange51 oz;64;46
72275102024;Ale 8 1Ale 8 1 Soft Drink (Winchester Kentucky)72 fl oz;33;58
41789002113;MaruchanRamen Noodle Soup3 oz;67;98
16000743342;Betty CrockerSuddenly Pasta Salad6.6 oz;49;35
11284003021;Jj's BakeryCherry Pie4 oz;16;50
96619440498;Kirkland SignatureCashew Clusters32 oz;54;80
78742352572;Great ValueApple Cider Vinegar32 oz;63;21
11110683687;KrogerCurry Powder1.62 oz;26;74
76114305805;Spice SupremeWhole Oregano1.125 oz;72;10
